,Player ID,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente,Partido,Edad,Genero,Jugador,Player_ID_new
8880,135,42,20,13,3,64,6,87,10,3,C,17,4,21,15,24,R,9,>60,Masculino,Peter,135
8881,178,36,21,25,99,84,74,99,2,1,C,4,30,1,17,21,R,9,>60,Femenino,Brittany,178
8882,33,10,28,1,74,84,21,89,7,0,C,12,6,32,19,10,D,9,>60,Masculino,Joseph,33
8883,44,19,29,12,67,0,80,0,7,2,A,9,0,39,8,21,R,9,>60,Masculino,Nathan,44
8884,7,0,18,20,82,99,9,86,2,2,A,4,35,44,5,15,R,9,>60,Femenino,Samantha,7
8885,262,0,11,16,23,41,2,94,5,1,B,8,29,14,20,11,R,9,>60,Masculino,Johnathan,262
8886,190,10,30,20,50,55,1,82,6,4,A,15,36,24,2,7,D,9,>60,Masculino,Carlos,190
8887,111,16,2,2,49,70,60,47,5,1,B,4,13,12,13,19,R,9,>60,Femenino,Amanda,111
8888,175,34,19,14,81,65,39,50,3,2,C,0,35,42,20,16,R,9,>60,Femenino,Angela,175
8889,110,23,17,8,54,49,1,84,3,1,A,17,12,16,11,24,R,9,>60,Masculino,Ryan,110
8890,77,5,9,6,78,12,29,5,0,3,A,9,13,27,7,20,R,9,>60,Femenino,Laura,77
8891,22,7,16,8,68,1,10,44,0,4,C,15,33,40,1,24,D,9,>60,Masculino,Jeremy,22
8892,160,36,25,24,39,45,76,18,5,4,C,12,27,20,2,28,D,9,>60,Femenino,Brenda,160
8893,298,2,24,0,59,13,58,81,0,2,C,9,8,47,14,25,D,9,>60,Femenino,Carly,298
8894,240,17,0,2,45,59,62,49,7,0,A,15,33,33,15,27,D,9,>60,Femenino,Jane,240
8895,10,41,1,10,17,52,91,85,4,3,B,17,3,5,10,23,R,9,>60,Femenino,Kathleen,10
8896,99,24,17,25,30,86,42,92,8,2,C,15,20,44,7,17,D,9,>60,Masculino,Joshua,99
8897,102,1,7,22,12,81,98,83,8,3,A,16,7,11,18,15,D,9,>60,Femenino,Mary,102
8898,192,3,10,16,69,53,33,99,3,0,C,5,35,13,15,22,R,9,>60,Femenino,Lisa,192
8899,111,36,21,3,63,27,67,65,1,0,B,17,25,45,5,2,D,9,>60,Femenino,Amanda,111
8900,15,4,6,22,62,64,20,67,10,3,C,13,1,28,0,3,D,9,>60,Masculino,David,15
8901,99,28,1,25,6,95,74,2,3,1,C,7,21,17,12,4,D,9,>60,Masculino,Joshua,99
8902,110,42,2,17,79,21,64,32,0,3,A,13,22,4,20,7,D,9,>60,Masculino,Ryan,110
8903,65,17,7,25,5,24,75,6,4,2,A,7,10,30,20,9,R,9,>60,Masculino,Richard,65
8904,299,49,27,10,12,14,50,13,8,1,B,13,30,17,18,15,R,9,>60,Femenino,Darlene,299
8905,4,32,21,7,27,10,79,36,3,4,A,1,22,23,18,4,D,9,>60,Masculino,Daniel,4
8906,41,17,25,6,89,10,59,95,7,0,B,6,3,43,16,26,D,9,>60,Femenino,Ashley,41
8907,300,19,15,25,28,64,30,94,0,1,B,4,10,21,7,11,R,9,>60,Femenino,Tracey,300
8908,269,19,27,1,12,44,70,67,1,4,A,9,17,24,15,19,D,9,>60,Masculino,Jim,269
8909,171,45,12,11,74,7,44,88,4,1,C,17,29,35,5,24,D,9,>60,Femenino,Christine,171
8910,210,0,21,18,49,29,58,97,0,3,A,15,29,50,17,0,D,9,>60,Femenino,Madison,210
8911,83,17,25,25,32,14,20,82,0,1,A,2,14,42,9,10,D,9,>60,Femenino,Christina,83
8912,67,8,11,19,37,39,44,35,3,3,A,15,12,19,16,25,R,9,>60,Masculino,William,67
8913,16,39,29,2,27,61,31,30,3,1,C,1,12,32,8,12,D,9,>60,Femenino,Michelle,16
8914,118,11,4,14,2,65,90,4,0,2,A,3,32,43,10,6,R,9,>60,Masculino,Adam,118
8915,78,10,19,19,77,1,83,92,2,1,A,4,32,6,9,15,D,9,>60,Masculino,Robert,78
8916,80,35,14,14,9,8,79,86,8,4,A,16,19,20,16,3,R,9,>60,Masculino,John,80
8917,20,48,5,24,9,25,20,92,3,2,A,7,31,24,12,2,R,9,>60,Femenino,Jessica,20
8918,301,7,3,16,11,77,21,6,6,1,A,16,32,8,5,5,D,9,>60,Masculino,Gabriel,301
8919,41,26,22,2,100,51,67,16,0,3,A,18,8,36,20,4,R,9,>60,Femenino,Ashley,41
8920,102,22,11,25,93,70,56,57,7,0,A,6,27,13,4,11,R,9,>60,Femenino,Mary,102
8921,83,35,25,21,88,35,12,37,6,3,B,10,17,18,11,11,D,9,>60,Femenino,Christina,83
8922,257,18,7,7,17,55,82,90,3,1,B,2,29,2,4,26,D,9,>60,Femenino,Jamie,257
8923,111,19,21,11,87,41,94,7,9,4,B,8,32,20,11,23,D,9,>60,Femenino,Amanda,111
8924,274,6,22,17,48,42,45,72,10,0,B,8,15,23,5,26,R,9,>60,Femenino,Kathryn,274
8925,42,39,10,25,2,32,46,90,4,0,A,2,22,5,4,8,D,9,>60,Femenino,Jennifer,42
8926,302,42,13,17,50,18,66,76,9,3,B,8,21,35,1,23,D,9,>60,Femenino,Summer,302
8927,75,14,24,20,9,41,24,86,5,1,C,18,6,38,8,10,R,9,>60,Femenino,Tiffany,75
8928,66,30,12,5,73,5,54,51,0,0,A,2,24,49,10,8,R,9,>60,Femenino,Jacqueline,66
8929,274,1,27,7,12,55,97,97,10,0,B,14,34,1,15,23,D,9,>60,Femenino,Kathryn,274
8930,108,35,20,11,26,49,81,48,0,1,A,1,22,37,6,22,R,9,>60,Masculino,Michael,108
8931,303,7,2,13,33,73,40,68,2,1,C,11,4,16,1,28,D,9,>60,Masculino,Gene,303
8932,20,31,22,11,92,26,90,6,8,1,A,18,0,44,11,15,R,9,>60,Femenino,Jessica,20
8933,26,29,1,7,45,2,0,34,8,4,C,0,28,27,16,21,R,9,>60,Femenino,Brianna,26
8934,199,19,16,14,9,19,49,100,3,1,C,13,21,34,5,19,D,9,>60,Masculino,Troy,199
8935,24,35,29,25,92,74,65,91,3,3,A,2,15,1,15,7,R,9,>60,Masculino,Christopher,24
8936,44,32,16,12,65,56,18,4,0,4,B,13,0,1,9,21,R,9,>60,Masculino,Nathan,44
8937,80,47,14,10,92,59,0,63,4,3,A,8,8,3,17,20,D,9,>60,Masculino,John,80
8938,8,33,1,1,8,30,82,60,5,3,B,14,30,4,18,19,D,9,>60,Masculino,James,8
8939,14,2,17,4,16,40,29,53,9,0,B,17,32,15,6,6,R,9,>60,Femenino,Kelly,14
8940,83,46,25,21,80,81,55,79,4,1,C,14,11,36,7,13,D,9,>60,Femenino,Christina,83
8941,49,39,27,25,1,49,10,75,0,4,B,13,9,18,19,13,D,9,>60,Femenino,Dana,49
8942,163,19,25,4,33,66,0,24,5,0,B,8,35,38,20,7,D,9,>60,Masculino,Zachary,163
8943,263,16,6,7,39,23,4,85,5,3,C,16,30,36,20,21,D,9,>60,Masculino,Ross,263
8944,276,34,27,16,10,38,7,99,5,2,B,7,2,36,14,6,R,9,>60,Femenino,Gwendolyn,276
8945,21,43,15,7,60,59,70,31,10,0,C,0,8,46,17,29,D,9,>60,Femenino,Rebecca,21
8946,304,44,21,2,76,59,35,5,6,1,A,1,29,42,15,5,D,9,>60,Masculino,Jeremiah,304
8947,99,46,5,21,30,6,83,56,2,1,B,17,1,39,18,13,R,9,>60,Masculino,Joshua,99
8948,281,1,24,23,55,13,13,84,8,4,A,7,26,23,4,1,R,9,>60,Masculino,Brett,281
8949,141,1,8,4,56,60,58,91,6,2,B,14,33,1,14,4,D,9,>60,Masculino,Philip,141
8950,99,50,7,2,52,91,24,43,5,3,A,2,2,4,8,0,D,9,>60,Masculino,Joshua,99
8951,278,14,21,18,29,23,28,62,9,0,B,18,15,10,4,26,R,9,>60,Femenino,Alison,278
8952,222,1,11,6,29,13,33,49,4,0,B,12,9,2,2,19,D,9,>60,Femenino,Amy,222
8953,93,39,1,17,62,75,17,48,3,1,B,11,29,38,16,27,R,9,>60,Masculino,Mark,93
8954,214,21,19,21,4,53,31,24,7,4,C,18,22,45,2,21,R,9,>60,Femenino,Amber,214
8955,11,40,7,10,32,95,66,69,6,0,C,4,19,46,7,4,D,9,>60,Masculino,Matthew,11
8956,305,9,23,20,77,62,1,78,6,4,B,14,3,28,10,23,D,9,>60,Femenino,Mackenzie,305
8957,296,32,6,3,82,77,17,94,7,2,A,16,28,28,12,7,R,9,>60,Masculino,Larry,296
8958,126,15,0,22,2,12,74,69,8,3,B,3,18,49,14,3,D,9,>60,Femenino,Nancy,126
8959,210,26,23,16,61,7,59,72,9,4,B,0,14,46,7,6,D,9,>60,Femenino,Madison,210
8960,275,38,12,20,51,18,11,46,5,3,C,18,3,30,18,28,D,9,>60,Masculino,Corey,275
8961,301,33,25,22,99,15,1,33,2,2,B,3,0,27,15,24,R,9,>60,Masculino,Gabriel,301
8962,69,6,0,14,1,42,51,99,5,1,A,16,2,17,10,23,D,9,>60,Masculino,Stephen,69
8963,181,28,13,9,16,52,6,37,7,4,C,5,25,17,5,28,D,9,>60,Femenino,Felicia,181
8964,245,7,6,0,39,98,4,70,1,1,C,3,29,26,16,7,D,9,>60,Masculino,Paul,245
8965,67,7,23,18,76,54,67,51,5,1,A,15,31,8,12,8,R,9,>60,Masculino,William,67
8966,38,19,21,25,15,6,55,36,1,2,B,12,2,8,8,22,R,9,>60,Masculino,Justin,38
8967,30,12,9,22,47,51,76,63,3,3,C,15,23,4,12,10,D,9,>60,Masculino,Steven,30
8968,220,48,21,7,69,83,90,83,2,3,A,11,23,29,18,27,D,9,>60,Femenino,Natasha,220
8969,306,40,1,3,3,55,12,84,3,0,A,3,14,4,0,20,D,9,>60,Femenino,Theresa,306
8970,307,0,6,0,84,6,81,13,6,0,B,6,8,28,2,6,D,9,>60,Femenino,Toni,307
8971,108,10,11,11,86,53,19,68,9,1,A,17,11,26,3,10,D,9,>60,Masculino,Michael,108
8972,57,3,20,4,50,75,38,10,5,4,B,10,19,18,13,4,D,9,>60,Femenino,Kimberly,57
8973,8,14,0,14,14,96,34,39,1,0,B,3,8,10,10,29,D,9,>60,Masculino,James,8
8974,104,24,17,7,96,17,86,9,7,3,C,12,35,42,20,14,D,9,>60,Femenino,Vanessa,104
8975,8,2,7,14,39,58,69,76,2,2,A,17,20,9,5,23,R,9,>60,Masculino,James,8
8976,163,14,17,12,83,59,51,35,7,3,B,6,35,41,20,24,D,9,>60,Masculino,Zachary,163
8977,308,6,29,1,6,1,78,72,1,4,A,7,10,29,16,1,R,9,>60,Femenino,Wendy,308
8978,309,1,10,6,83,27,66,49,5,3,A,1,35,0,16,28,D,9,>60,Femenino,Mckenzie,309
8979,122,27,4,1,47,67,49,55,7,2,B,8,35,26,20,27,D,9,>60,Femenino,Carol,122
8980,267,25,25,6,61,70,50,98,1,0,A,0,9,32,6,19,D,9,>60,Femenino,Diane,267
8981,250,9,19,3,33,87,77,16,3,0,C,5,26,38,2,15,R,9,>60,Masculino,Ernest,250
8982,222,17,18,20,54,70,50,16,7,4,A,6,8,8,5,29,D,9,>60,Femenino,Amy,222
8983,3,26,9,8,85,44,75,34,7,0,A,0,19,42,8,23,R,9,>60,Femenino,Patricia,3
8984,310,32,25,10,100,19,64,33,10,1,B,1,35,11,0,12,R,9,>60,Femenino,Traci,310
8985,63,35,5,12,8,43,8,89,10,4,C,9,2,21,17,11,D,9,>60,Masculino,Keith,63
8986,112,27,26,1,55,94,57,62,5,0,C,12,12,12,18,23,R,9,>60,Femenino,Kristen,112
8987,46,24,1,25,48,9,73,68,7,1,B,18,3,9,11,29,D,9,>60,Masculino,Austin,46
8988,115,31,8,6,67,17,75,56,9,2,A,17,12,27,7,17,R,9,>60,Masculino,Jason,115
8989,197,37,3,5,51,59,86,41,10,3,B,10,22,15,18,26,R,9,>60,Masculino,Bryan,197
8990,311,23,10,19,17,72,88,85,4,1,B,12,9,17,12,20,R,9,>60,Femenino,Marissa,311
8991,11,26,6,8,32,18,63,36,3,1,B,5,25,38,17,27,R,9,>60,Masculino,Matthew,11
8992,312,9,21,11,32,55,57,2,5,3,A,16,33,43,10,0,D,9,>60,Masculino,Mitchell,312
8993,56,21,28,8,61,57,20,6,9,1,A,1,34,18,20,30,D,9,>60,Masculino,Kevin,56
8994,148,39,28,5,59,1,49,47,0,3,A,0,9,49,16,1,R,9,>60,Femenino,Kathy,148
8995,209,14,3,6,100,27,48,50,9,0,C,13,19,47,5,22,R,9,>60,Femenino,Jordan,209
8996,108,10,3,23,0,66,5,34,2,0,B,14,4,38,12,12,D,9,>60,Masculino,Michael,108
8997,4,13,18,10,33,89,66,18,6,4,A,14,20,3,4,30,R,9,>60,Masculino,Daniel,4
8998,283,20,10,6,48,40,76,82,5,4,C,2,31,46,6,23,R,9,>60,Masculino,Alan,283
8999,14,4,30,18,21,42,80,80,5,2,B,6,19,18,20,6,R,9,>60,Femenino,Kelly,14
9000,1,38,17,9,5,42,95,95,6,4,A,1,22,33,20,8,D,10,<18,Femenino,Angelica,1
9001,2,35,7,10,85,7,74,70,8,3,C,8,28,40,9,24,R,10,<18,Femenino,Charlene,2
9002,3,34,4,6,75,90,49,25,7,1,A,3,10,23,12,0,D,10,<18,Femenino,Patricia,3
9003,4,19,30,18,50,95,8,93,7,0,B,2,34,18,11,13,R,10,<18,Masculino,Daniel,4
9004,5,49,4,8,40,15,69,90,6,0,B,5,6,39,20,28,D,10,<18,Masculino,Jeffrey,5
9005,6,10,1,22,81,23,15,8,7,1,A,15,7,0,4,13,D,10,<18,Masculino,Jake,6
9006,7,5,21,2,57,59,87,44,6,3,B,0,32,10,11,7,R,10,<18,Femenino,Samantha,7
9007,8,9,8,14,25,27,7,95,9,2,A,4,5,11,18,30,D,10,<18,Masculino,James,8
9008,9,4,14,14,35,53,76,40,7,4,B,16,25,40,10,13,R,10,<18,Masculino,Albert,9
9009,10,43,3,25,40,77,33,82,10,0,C,16,19,10,19,7,R,10,<18,Femenino,Kathleen,10
9010,11,33,26,23,5,25,99,26,7,3,B,16,2,11,14,23,R,10,<18,Masculino,Matthew,11
9011,11,6,7,8,27,72,27,18,1,4,A,13,24,36,18,10,D,10,<18,Masculino,Matthew,11
9012,12,1,25,18,98,28,76,99,2,3,B,7,28,40,12,10,D,10,<18,Masculino,Brandon,12
9013,13,49,15,24,61,18,95,11,3,2,A,3,1,38,16,19,R,10,<18,Femenino,Emily,13
9014,14,4,12,6,39,60,92,92,2,3,A,2,33,2,17,0,R,10,<18,Femenino,Kelly,14
9015,15,22,5,6,100,71,43,3,9,0,C,2,2,37,9,19,D,10,<18,Masculino,David,15
9016,16,20,22,20,12,68,81,8,9,2,B,9,33,18,14,15,R,10,<18,Femenino,Michelle,16
9017,17,7,24,4,60,90,72,29,6,4,C,17,3,1,15,28,D,10,<18,Femenino,Alicia,17
9018,18,37,6,9,100,97,53,65,7,2,C,0,31,25,2,18,R,10,<18,Masculino,Randy,18
9019,19,45,10,23,71,13,21,97,3,1,C,8,33,19,4,29,D,10,<18,Masculino,Bradley,19
9020,20,26,11,20,70,28,56,90,8,0,A,3,20,39,20,2,R,10,<18,Femenino,Jessica,20
9021,21,25,25,21,84,61,46,73,5,0,C,13,22,41,18,22,R,10,<18,Femenino,Rebecca,21
9022,22,31,12,24,71,2,31,78,0,3,A,1,21,44,19,1,D,10,<18,Masculino,Jeremy,22
9023,23,33,9,24,38,6,83,71,3,2,B,7,31,22,13,20,R,10,<18,Masculino,Samuel,23
9024,24,20,1,15,56,74,52,16,6,0,C,12,34,17,18,29,R,10,<18,Masculino,Christopher,24
9025,25,47,13,9,25,85,100,54,2,3,A,6,33,10,0,28,R,10,<18,Femenino,Ariel,25
9026,26,15,1,8,23,95,41,36,2,4,C,18,1,34,19,11,D,10,<18,Femenino,Brianna,26
9027,27,33,12,21,77,63,94,20,8,3,C,18,35,36,7,5,D,10,<18,Femenino,Tamara,27
9028,28,10,2,2,6,74,38,42,9,1,C,15,14,17,10,30,D,10,<18,Masculino,Timothy,28
9029,29,22,21,20,22,43,25,44,7,4,A,6,0,36,11,7,R,10,<18,Femenino,Stephanie,29
9030,30,46,17,18,20,94,86,94,4,3,C,15,28,0,5,4,D,10,<18,Masculino,Steven,30
9031,31,0,11,9,13,3,85,53,4,4,A,10,8,36,1,5,D,10,<18,Masculino,Scott,31
9032,32,45,19,12,0,4,38,42,0,1,A,2,7,19,5,20,R,10,<18,Masculino,Cory,32
9033,33,19,3,8,100,8,29,5,3,4,A,17,4,45,1,15,D,10,<18,Masculino,Joseph,33
9034,34,14,20,23,69,17,69,17,3,4,B,17,34,41,2,11,R,10,<18,Femenino,Jody,34
9035,4,22,1,25,20,48,51,42,9,0,B,13,17,43,9,4,R,10,<18,Masculino,Daniel,4
9036,35,2,19,19,32,85,29,37,1,0,C,5,29,38,2,26,D,10,<18,Masculino,Joe,35
9037,36,38,7,25,52,26,63,14,0,0,C,13,4,13,8,3,R,10,<18,Masculino,Benjamin,36
9038,37,34,4,18,48,64,44,43,1,0,C,7,25,7,5,3,D,10,<18,Masculino,Cameron,37
9039,1,8,17,20,94,77,81,45,0,2,B,2,17,6,2,15,R,10,<18,Femenino,Angelica,1
9040,38,30,18,22,32,42,35,68,3,4,C,15,17,23,20,14,D,10,<18,Masculino,Justin,38
9041,39,8,23,22,14,73,45,17,6,3,A,17,4,15,17,30,D,10,<18,Femenino,Laurie,39
9042,33,2,16,12,22,69,15,35,7,0,B,14,0,27,10,27,R,10,<18,Masculino,Joseph,33
9043,40,8,15,9,36,53,51,1,0,0,A,16,15,30,19,21,R,10,<18,Masculino,Andrew,40
9044,41,16,25,23,64,31,61,90,10,0,B,10,20,40,1,8,R,10,<18,Femenino,Ashley,41
9045,42,14,18,0,12,66,11,82,0,3,A,18,24,36,4,22,R,10,<18,Femenino,Jennifer,42
9046,24,41,8,20,41,78,57,69,6,1,B,0,8,44,11,20,R,10,<18,Masculino,Christopher,24
9047,43,19,27,23,17,34,48,92,10,1,A,4,25,13,7,29,R,10,<18,Femenino,Judy,43
9048,44,16,18,23,67,91,63,33,3,1,C,2,12,36,2,7,D,10,<18,Masculino,Nathan,44
9049,45,23,15,15,3,96,54,68,4,1,B,7,4,49,5,28,D,10,<18,Femenino,Cynthia,45
9050,46,3,5,0,27,10,47,85,5,0,A,17,5,8,13,1,D,10,<18,Masculino,Austin,46
9051,24,50,18,15,76,31,64,46,3,0,A,2,7,47,10,14,R,10,<18,Masculino,Christopher,24
9052,47,14,22,10,91,27,24,4,9,2,C,13,34,8,12,18,D,10,<18,Femenino,Lynn,47
9053,48,9,3,0,45,38,60,63,7,2,B,12,31,26,18,4,R,10,<18,Femenino,Stacey,48
9054,49,33,4,19,8,64,38,23,5,2,A,13,31,19,14,2,D,10,<18,Femenino,Dana,49
9055,50,26,7,11,78,95,23,15,3,1,B,3,23,25,14,21,D,10,<18,Masculino,Alec,50
9056,51,16,16,4,53,53,70,18,8,3,C,5,1,14,16,8,R,10,<18,Femenino,Heather,51
9057,14,4,10,22,35,23,85,55,3,4,C,3,15,8,10,27,D,10,<18,Femenino,Kelly,14
9058,52,30,19,0,79,9,80,44,5,3,C,16,36,44,3,13,D,10,<18,Masculino,Travis,52
9059,53,43,18,22,13,95,82,53,4,1,A,11,19,9,20,28,R,10,<18,Femenino,Debra,53
9060,54,6,3,12,58,44,74,67,1,1,C,1,3,47,10,16,D,10,<18,Masculino,Lucas,54
9061,55,50,2,17,39,26,100,19,0,3,C,4,2,38,11,26,D,10,<18,Masculino,Ian,55
9062,56,10,14,8,25,72,85,69,1,3,B,18,14,41,16,12,R,10,<18,Masculino,Kevin,56
9063,57,25,25,18,23,35,39,90,10,2,A,14,26,36,17,0,R,10,<18,Femenino,Kimberly,57
9064,58,26,23,1,81,46,5,40,7,1,B,10,36,4,19,0,D,10,<18,Femenino,Sara,58
9065,59,15,22,10,69,37,69,82,7,4,B,4,18,46,14,20,R,10,<18,Femenino,Marcia,59
9066,60,45,10,5,35,45,66,6,10,3,B,10,12,14,11,6,D,10,<18,Femenino,Alyssa,60
9067,61,39,2,6,96,56,97,25,2,1,C,5,13,14,2,27,R,10,<18,Femenino,Penny,61
9068,20,9,1,22,2,39,83,89,6,4,B,1,6,25,0,15,R,10,<18,Femenino,Jessica,20
9069,11,42,26,16,82,81,77,5,1,1,C,13,15,38,12,9,R,10,<18,Masculino,Matthew,11
9070,62,33,23,20,19,70,19,32,8,3,B,12,25,15,15,0,D,10,<18,Femenino,Teresa,62
9071,63,15,2,0,10,84,88,2,1,2,B,17,31,26,5,7,D,10,<18,Masculino,Keith,63
9072,64,50,4,6,27,36,8,25,1,2,A,8,7,1,2,30,D,10,<18,Femenino,Deborah,64
9073,65,45,16,25,18,74,21,75,8,4,B,2,4,33,18,22,D,10,<18,Masculino,Richard,65
9074,66,46,21,8,55,38,98,21,9,3,A,4,17,49,12,12,D,10,<18,Femenino,Jacqueline,66
9075,2,11,27,8,98,26,87,5,7,3,A,7,15,7,12,28,R,10,<18,Femenino,Charlene,2
9076,57,39,7,0,22,93,27,27,9,3,C,3,11,0,12,1,R,10,<18,Femenino,Kimberly,57
9077,67,8,23,5,99,24,93,52,5,1,B,2,23,3,18,2,R,10,<18,Masculino,William,67
9078,57,25,28,3,8,28,27,68,1,0,A,2,2,27,20,6,D,10,<18,Femenino,Kimberly,57
9079,26,10,1,5,74,54,36,38,9,3,A,1,8,41,6,26,D,10,<18,Femenino,Brianna,26
9080,68,11,11,13,28,4,26,96,5,0,C,9,1,37,0,16,R,10,<18,Masculino,Nicholas,68
9081,33,47,20,16,92,7,57,13,5,0,C,12,18,3,11,12,D,10,<18,Masculino,Joseph,33
9082,69,38,10,17,10,82,1,26,2,1,A,17,30,44,4,23,R,10,<18,Masculino,Stephen,69
9083,18,7,18,10,78,24,22,47,7,2,B,11,26,43,19,4,D,10,<18,Masculino,Randy,18
9084,70,33,6,22,8,10,39,8,5,4,A,16,7,30,7,1,D,10,<18,Femenino,Lauren,70
9085,71,12,8,25,45,62,44,38,6,1,C,13,6,49,17,16,D,10,<18,Femenino,Katherine,71
9086,33,6,15,2,76,8,70,49,6,2,B,16,35,43,18,4,D,10,<18,Masculino,Joseph,33
9087,72,13,1,10,77,62,34,6,6,0,C,16,5,31,8,4,D,10,<18,Femenino,Phyllis,72
9088,73,20,11,6,19,48,51,24,3,0,C,11,30,26,14,9,R,10,<18,Femenino,Elizabeth,73
9089,74,22,20,0,3,47,2,56,7,4,C,5,36,30,9,19,R,10,<18,Femenino,Carolyn,74
9090,75,18,21,12,43,92,27,75,1,2,C,6,7,25,13,27,D,10,<18,Femenino,Tiffany,75
9091,76,31,20,25,19,79,43,92,6,1,A,18,3,30,6,16,R,10,<18,Femenino,Natalie,76
9092,77,50,24,21,24,71,89,86,3,2,C,1,34,46,8,11,R,10,<18,Femenino,Laura,77
9093,78,34,0,11,63,14,68,7,6,1,C,14,2,46,0,24,D,10,<18,Masculino,Robert,78
9094,67,7,11,16,98,44,54,98,9,2,A,15,33,28,12,30,R,10,<18,Masculino,William,67
9095,79,26,25,10,73,91,65,59,8,4,A,10,13,4,7,30,D,10,<18,Masculino,Edward,79
9096,80,18,22,9,48,1,31,84,0,0,B,2,14,14,20,18,R,10,<18,Masculino,John,80
9097,81,1,23,19,77,27,91,72,4,3,B,6,12,50,2,22,D,10,<18,Femenino,Beth,81
9098,67,8,30,8,2,29,3,35,4,0,A,15,6,13,7,14,D,10,<18,Masculino,William,67
9099,82,41,6,13,39,7,95,71,0,1,A,0,24,43,10,13,R,10,<18,Masculino,Bryce,82
9100,83,35,7,15,29,60,63,52,5,4,C,2,12,6,14,1,R,10,<18,Femenino,Christina,83
9101,15,39,21,25,23,65,34,66,10,1,A,9,31,32,16,19,D,10,<18,Masculino,David,15
9102,84,9,24,25,55,10,76,14,3,4,A,9,28,2,15,18,R,10,<18,Femenino,Lindsay,84
9103,85,43,3,4,81,89,93,73,3,3,A,11,36,1,2,21,D,10,<18,Femenino,Shelly,85
9104,52,13,6,2,61,97,7,66,1,1,C,9,15,9,19,24,D,10,<18,Masculino,Travis,52
9105,33,21,23,22,91,78,63,1,0,3,C,0,33,10,1,22,D,10,<18,Masculino,Joseph,33
9106,81,31,23,10,50,76,75,11,10,1,A,0,15,12,11,30,D,10,<18,Femenino,Beth,81
9107,86,31,22,8,30,31,95,57,5,4,A,9,15,40,7,23,R,10,<18,Masculino,Jared,86
9108,87,38,20,7,32,34,44,22,0,3,A,17,25,41,13,30,D,10,<18,Femenino,Rachel,87
9109,18,18,7,10,32,92,47,35,2,2,C,13,19,5,11,16,D,10,<18,Masculino,Randy,18
9110,88,25,15,14,41,3,59,67,3,1,C,5,31,24,5,30,R,10,<18,Masculino,Leslie,88
9111,48,48,1,10,49,22,74,5,0,0,A,3,10,22,13,7,D,10,<18,Femenino,Stacey,48
9112,56,23,27,8,39,28,0,91,10,1,A,16,12,15,2,23,D,10,<18,Masculino,Kevin,56
9113,14,26,27,0,25,10,87,17,3,4,A,14,4,15,8,10,D,10,<18,Femenino,Kelly,14
9114,89,45,22,22,82,91,96,7,8,0,B,3,31,1,16,3,D,10,<18,Masculino,Donald,89
9115,71,28,21,6,15,68,73,9,10,1,A,0,7,24,12,11,D,10,<18,Femenino,Katherine,71
9116,90,44,26,0,37,88,31,95,8,2,A,6,33,47,13,12,R,10,<18,Masculino,Jonathan,90
9117,91,32,14,7,15,95,3,5,4,1,C,2,32,32,3,0,R,10,<18,Femenino,Bethany,91
9118,79,8,8,17,74,3,81,44,2,0,C,14,14,9,15,17,R,10,<18,Masculino,Edward,79
9119,90,22,21,22,59,56,24,14,8,3,B,1,19,47,10,2,R,10,<18,Masculino,Jonathan,90
9120,92,29,5,13,64,69,91,25,1,3,A,17,31,21,3,21,R,10,<18,Femenino,Jocelyn,92
9121,58,16,3,21,46,58,46,62,1,2,C,5,20,31,5,21,R,10,<18,Femenino,Sara,58
9122,93,6,4,18,77,21,79,22,6,1,A,14,23,10,5,17,D,10,<18,Masculino,Mark,93
9123,94,47,28,10,74,50,61,25,5,3,C,1,27,33,1,21,D,10,<18,Femenino,Sandra,94
9124,95,22,7,23,2,26,22,85,0,4,B,5,21,24,18,7,D,10,<18,Masculino,Jacob,95
9125,96,31,12,17,42,99,72,65,10,3,B,7,2,41,9,0,R,10,<18,Masculino,Chris,96
9126,71,1,18,22,11,72,35,46,0,0,B,11,13,25,0,22,D,10,<18,Femenino,Katherine,71
9127,97,5,25,16,48,66,8,85,2,2,B,4,23,40,13,4,D,10,<18,Masculino,Ronald,97
9128,98,46,29,23,7,95,34,57,1,3,B,2,3,15,7,0,R,10,<18,Femenino,Jill,98
9129,20,2,11,21,35,81,26,32,4,3,C,9,31,20,1,14,D,10,<18,Femenino,Jessica,20
9130,53,49,5,16,71,10,40,27,7,3,B,5,3,8,16,3,R,10,<18,Femenino,Debra,53
9131,67,38,25,20,14,79,57,1,3,1,A,3,20,30,15,13,R,10,<18,Masculino,William,67
9132,99,33,8,7,96,24,79,30,0,2,B,18,28,14,17,23,R,10,<18,Masculino,Joshua,99
9133,100,47,24,23,55,83,1,54,8,2,A,5,6,20,9,19,D,10,<18,Femenino,Sierra,100
9134,101,50,0,14,12,41,16,53,7,3,B,4,11,2,12,25,D,10,<18,Femenino,Anna,101
9135,102,41,18,15,10,45,0,65,0,3,C,5,7,4,11,22,R,10,<18,Femenino,Mary,102
9136,103,23,20,19,16,73,52,79,6,0,C,2,27,12,7,12,D,10,<18,Masculino,Shawn,103
