,Player ID,Age Group,Gender,Skill Level,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente
24473,24474,46-60,Male,Beginner,40,10,24,30,46,79,8,5,2,C,11,2,37,13,16,D
43653,43654,46-60,Male,Beginner,46,11,6,35,1,3,90,3,2,A,16,26,28,14,28,R
24446,24447,46-60,Male,Beginner,47,8,18,24,76,76,0,7,0,C,4,1,13,19,5,R
30662,30663,46-60,Male,Beginner,44,16,18,33,39,58,49,9,0,B,16,14,17,20,17,R
43626,43627,46-60,Male,Beginner,16,26,17,21,70,56,68,10,4,C,5,28,46,12,17,R
30676,30677,46-60,Male,Beginner,17,7,14,53,22,20,93,4,4,C,14,11,47,15,27,R
2709,2710,46-60,Male,Beginner,38,12,16,6,86,64,53,10,0,B,14,9,4,5,12,R
30537,30538,46-60,Male,Beginner,22,23,4,73,72,54,98,10,4,C,15,16,25,18,18,D
30544,30545,46-60,Male,Beginner,43,21,25,4,0,71,16,7,1,C,5,32,39,10,14,R
2716,2717,46-60,Male,Beginner,12,5,18,56,12,95,77,7,4,A,3,2,13,0,15,R
24405,24406,46-60,Male,Beginner,39,12,25,24,51,16,74,5,0,A,14,22,16,8,5,R
24602,24603,46-60,Male,Beginner,38,11,24,56,62,86,0,6,4,B,7,16,38,10,13,D
24983,24984,46-60,Male,Beginner,32,17,20,3,58,49,39,0,3,C,2,15,37,6,20,R
28362,28363,46-60,Male,Beginner,25,5,25,66,80,27,26,9,4,C,6,12,49,11,24,R
28719,28720,46-60,Male,Beginner,13,2,23,93,47,44,31,6,4,C,17,30,19,6,17,R
2376,2377,46-60,Male,Beginner,14,9,22,53,91,67,45,10,2,B,15,30,17,19,0,D
28326,28327,46-60,Male,Beginner,21,30,19,60,58,10,92,10,2,A,1,11,19,7,30,D
2317,2318,46-60,Male,Beginner,36,0,7,78,32,39,96,1,0,A,14,14,24,3,5,R
42859,42860,46-60,Male,Beginner,24,1,13,96,24,60,88,7,4,A,14,18,11,11,16,R
23566,23567,46-60,Male,Beginner,12,13,24,68,58,37,60,8,0,C,13,11,37,2,28,R
43123,43124,46-60,Male,Beginner,22,13,6,25,16,9,74,2,4,B,4,1,43,1,12,R
28173,28174,46-60,Male,Beginner,44,8,4,92,29,29,62,10,3,C,3,0,11,16,0,D
23554,23555,46-60,Male,Beginner,19,20,20,13,100,72,54,10,3,C,1,35,48,12,22,R
2339,2340,46-60,Male,Beginner,18,28,11,57,95,78,33,0,0,A,6,33,34,4,27,D
23534,23535,46-60,Male,Beginner,36,10,7,78,52,94,59,9,2,B,18,21,27,12,29,R
28181,28182,46-60,Male,Beginner,49,3,1,23,11,7,9,9,1,B,17,27,49,13,27,D
43094,43095,46-60,Male,Beginner,10,30,1,58,97,38,95,4,4,A,9,0,50,12,24,D
28201,28202,46-60,Male,Beginner,31,26,17,43,9,54,65,9,4,B,16,6,25,14,28,D
23589,23590,46-60,Male,Beginner,47,3,24,58,28,76,15,5,1,A,7,12,4,9,27,D
2471,2472,46-60,Male,Beginner,7,20,8,18,1,70,8,9,3,A,7,10,47,15,21,R
43073,43074,46-60,Male,Beginner,41,5,11,11,22,86,46,8,1,A,10,32,41,4,21,R
2654,2655,46-60,Male,Beginner,36,20,19,6,80,20,63,9,1,B,14,18,31,19,4,D
43135,43136,46-60,Male,Beginner,4,3,19,33,19,28,62,8,0,C,16,33,1,13,23,D
28251,28252,46-60,Male,Beginner,44,22,4,60,45,58,77,2,4,A,15,33,23,18,4,R
2611,2612,46-60,Male,Beginner,7,15,9,90,15,87,93,5,0,C,18,7,44,11,4,R
28252,28253,46-60,Male,Beginner,24,10,18,55,22,32,31,1,0,A,13,26,14,19,10,D
28484,28485,46-60,Male,Beginner,29,17,23,25,78,14,67,5,1,A,10,28,3,20,4,R
23604,23605,46-60,Male,Beginner,7,27,9,85,47,43,73,4,4,C,15,14,45,14,28,D
2617,2618,46-60,Male,Beginner,25,4,25,79,70,33,39,6,1,C,15,27,26,15,22,D
28540,28541,46-60,Male,Beginner,35,2,25,29,94,54,33,0,0,C,6,13,38,4,13,D
43186,43187,46-60,Male,Beginner,16,4,1,48,75,96,89,1,3,A,0,19,7,6,23,R
28379,28380,46-60,Male,Beginner,42,4,10,24,29,53,86,2,4,B,12,7,48,10,12,D
23650,23651,46-60,Male,Beginner,18,19,16,22,22,7,74,7,0,A,2,4,19,20,17,R
23768,23769,46-60,Male,Beginner,18,2,8,17,8,100,48,1,2,B,15,14,11,16,13,R
23797,23798,46-60,Male,Beginner,28,22,7,11,21,38,29,2,0,B,14,11,2,15,19,D
23835,23836,46-60,Male,Beginner,2,20,1,45,76,46,8,9,0,A,17,15,1,10,24,R
24956,24957,46-60,Male,Beginner,12,12,24,76,59,10,42,9,1,A,7,15,22,14,25,R
24935,24936,46-60,Male,Beginner,32,14,10,38,71,93,17,0,4,C,11,27,34,12,27,D
42592,42593,46-60,Male,Beginner,20,4,11,92,8,86,28,9,3,A,4,20,23,12,22,D
24929,24930,46-60,Male,Beginner,0,15,23,12,40,15,30,8,1,B,9,34,32,3,13,D
24894,24895,46-60,Male,Beginner,13,14,12,51,64,50,12,3,4,C,6,0,50,15,14,D
42579,42580,46-60,Male,Beginner,35,19,9,85,5,7,28,8,3,A,18,29,46,2,3,R
28857,28858,46-60,Male,Beginner,34,25,3,13,3,34,2,4,4,A,0,10,3,13,7,D
42578,42579,46-60,Male,Beginner,32,8,5,2,15,25,84,6,3,A,14,1,14,13,0,D
24669,24670,46-60,Male,Beginner,23,4,13,89,2,63,38,10,4,A,8,28,2,16,28,D
2411,2412,46-60,Male,Beginner,12,21,20,34,57,96,59,1,3,A,8,28,7,17,27,R
24632,24633,46-60,Male,Beginner,25,27,13,51,79,20,36,4,4,B,4,3,36,4,16,D
24763,24764,46-60,Male,Beginner,39,3,18,43,12,20,99,10,1,B,10,14,23,13,4,R
28873,28874,46-60,Male,Beginner,28,20,9,29,31,85,12,2,4,C,1,28,39,6,3,D
28911,28912,46-60,Male,Beginner,34,17,23,40,28,71,41,2,2,B,8,18,19,12,8,D
28921,28922,46-60,Male,Beginner,24,6,0,53,49,91,73,6,2,C,5,5,38,15,24,R
24760,24761,46-60,Male,Beginner,4,27,11,80,31,8,21,8,3,B,0,8,24,4,6,R
42577,42578,46-60,Male,Beginner,7,17,2,15,85,50,93,5,0,C,16,13,21,7,15,R
2417,2418,46-60,Male,Beginner,16,28,20,88,38,61,12,7,4,A,0,26,39,16,5,D
24719,24720,46-60,Male,Beginner,7,7,1,86,65,32,91,6,1,C,4,13,23,14,26,R
2445,2446,46-60,Male,Beginner,17,10,14,41,12,2,100,6,4,B,0,36,19,4,16,D
42533,42534,46-60,Male,Beginner,33,23,1,36,71,57,53,4,2,A,11,20,34,7,26,D
2308,2309,46-60,Male,Beginner,22,27,8,36,0,98,12,9,4,A,5,24,15,1,14,D
2290,2291,46-60,Male,Beginner,23,0,5,8,16,68,6,4,1,B,12,34,37,14,1,D
28813,28814,46-60,Male,Beginner,14,14,11,42,18,39,27,1,0,A,2,33,47,14,3,D
28304,28305,46-60,Male,Beginner,8,19,7,56,9,51,67,4,1,C,11,12,34,1,21,D
2309,2310,46-60,Male,Beginner,50,17,1,29,60,2,44,7,3,C,2,15,49,10,13,R
23673,23674,46-60,Male,Beginner,38,29,25,38,50,40,34,9,4,B,13,23,49,13,9,D
2948,2949,46-60,Male,Beginner,15,30,6,70,25,100,77,8,3,C,6,33,6,0,30,R
23455,23456,46-60,Male,Beginner,18,8,14,67,36,89,13,3,3,C,1,15,37,6,29,R
99998,99999,46-60,Male,Beginner,28,25,22,7,53,7,9,9,3,C,18,27,11,18,23,R
88540,88541,46-60,Male,Beginner,40,1,10,31,41,29,19,5,2,B,10,34,44,5,15,R
72095,72096,46-60,Male,Beginner,8,28,9,63,100,59,31,7,4,C,16,5,0,17,22,R
72110,72111,46-60,Male,Beginner,16,25,20,11,92,51,96,0,1,C,11,14,16,8,11,R
99904,99905,46-60,Male,Beginner,11,3,2,75,34,69,25,1,3,C,13,8,46,8,2,D
75495,75496,46-60,Male,Beginner,8,17,14,4,41,32,33,10,2,A,11,21,33,15,13,D
71980,71981,46-60,Male,Beginner,30,30,20,4,9,99,49,7,0,C,17,0,46,6,2,R
75494,75495,46-60,Male,Beginner,36,24,21,60,100,52,89,6,2,A,0,6,41,19,26,R
72000,72001,46-60,Male,Beginner,10,8,15,48,81,37,6,3,4,A,1,2,6,10,3,D
99824,99825,46-60,Male,Beginner,0,14,2,27,5,37,44,3,4,A,4,4,2,18,4,R
75443,75444,46-60,Male,Beginner,31,30,10,28,100,39,97,6,2,B,15,30,29,12,26,R
57874,57875,46-60,Male,Beginner,37,7,12,33,67,76,15,9,4,A,1,23,22,15,0,R
75610,75611,46-60,Male,Beginner,6,8,5,56,79,5,48,9,1,A,1,19,45,3,5,D
99871,99872,46-60,Male,Beginner,37,4,11,47,86,75,99,9,1,B,12,15,15,14,23,D
57896,57897,46-60,Male,Beginner,34,1,24,26,50,24,33,1,0,A,6,28,34,9,26,R
99878,99879,46-60,Male,Beginner,11,4,9,29,86,6,93,3,0,B,9,20,39,12,29,D
99886,99887,46-60,Male,Beginner,23,1,16,14,30,22,56,9,4,B,0,25,26,20,20,R
71371,71372,46-60,Male,Beginner,47,2,7,33,61,60,37,9,2,C,17,36,18,0,24,R
71344,71345,46-60,Male,Beginner,4,29,13,78,6,63,66,0,3,A,14,16,24,13,18,R
75564,75565,46-60,Male,Beginner,35,29,14,24,66,7,8,6,3,B,12,9,9,8,8,D
75556,75557,46-60,Male,Beginner,31,30,24,64,44,30,22,2,4,B,14,4,39,19,10,D
75538,75539,46-60,Male,Beginner,26,13,16,7,82,40,25,3,1,A,12,12,22,0,21,D
71347,71348,46-60,Male,Beginner,6,29,3,72,15,17,19,7,2,B,6,24,19,10,1,D
71373,71374,46-60,Male,Beginner,42,2,5,83,79,52,0,10,0,A,7,7,17,9,24,D
99596,99597,46-60,Male,Beginner,31,26,22,24,82,18,21,4,3,A,0,2,31,20,29,D
71389,71390,46-60,Male,Beginner,35,12,15,56,5,8,74,8,4,B,12,26,42,15,12,R
71407,71408,46-60,Male,Beginner,19,6,9,54,0,59,66,8,4,A,6,12,16,19,22,R
75316,75317,46-60,Male,Beginner,19,7,15,18,6,28,25,5,4,A,9,18,37,18,12,D
57662,57663,46-60,Male,Beginner,16,3,21,87,17,77,37,0,4,A,8,5,42,18,27,D
75309,75310,46-60,Male,Beginner,20,26,2,27,80,71,85,10,0,A,16,10,8,5,22,D
75516,75517,46-60,Male,Beginner,5,24,23,80,55,10,53,10,2,B,14,17,20,13,7,D
99982,99983,46-60,Male,Beginner,35,1,7,68,17,74,62,0,3,C,0,13,19,9,22,R
71890,71891,46-60,Male,Beginner,16,29,21,63,74,23,62,2,2,C,13,6,14,10,28,D
57340,57341,46-60,Male,Beginner,2,10,22,95,1,33,90,2,2,A,7,6,38,2,13,R
76485,76486,46-60,Male,Beginner,24,14,12,66,62,61,85,4,3,A,13,16,13,0,11,D
71899,71900,46-60,Male,Beginner,48,27,24,69,76,67,57,0,4,C,0,25,12,13,17,D
71902,71903,46-60,Male,Beginner,24,3,20,75,62,9,64,3,1,C,10,12,14,1,12,D
57846,57847,46-60,Male,Beginner,49,24,23,33,12,88,96,9,0,C,10,18,29,11,13,D
76464,76465,46-60,Male,Beginner,33,6,20,41,41,8,31,10,3,B,3,13,10,2,3,D
76442,76443,46-60,Male,Beginner,45,24,23,92,69,20,70,2,3,B,6,17,20,18,19,D
71923,71924,46-60,Male,Beginner,18,30,20,45,71,60,70,8,1,A,4,21,29,9,6,R
71927,71928,46-60,Male,Beginner,47,17,0,44,22,36,61,2,2,A,10,2,40,18,16,D
76603,76604,46-60,Male,Beginner,21,22,25,45,93,18,76,4,4,A,16,16,33,19,21,R
99910,99911,46-60,Male,Beginner,17,17,6,100,25,11,87,8,3,C,0,23,5,20,11,D
99909,99910,46-60,Male,Beginner,2,12,17,33,3,88,31,9,1,B,9,36,47,17,20,R
57824,57825,46-60,Male,Beginner,19,24,22,12,65,87,49,2,0,B,18,19,19,4,13,D
71805,71806,46-60,Male,Beginner,24,20,10,35,43,55,86,6,0,B,18,14,1,10,28,D
76579,76580,46-60,Male,Beginner,48,0,7,25,11,29,94,3,0,B,7,27,6,12,21,D
71831,71832,46-60,Male,Beginner,26,0,16,16,59,34,62,5,1,C,3,15,2,1,25,R
76566,76567,46-60,Male,Beginner,6,19,21,13,61,62,15,5,3,C,16,4,12,16,27,D
76565,76566,46-60,Male,Beginner,41,5,13,65,34,41,79,0,4,B,18,30,20,10,14,R
71882,71883,46-60,Male,Beginner,15,9,19,12,25,84,24,7,2,C,5,23,49,12,11,R
71850,71851,46-60,Male,Beginner,0,20,17,6,13,22,47,8,3,C,14,1,40,2,12,R
57806,57807,46-60,Male,Beginner,9,13,25,96,92,81,7,0,3,A,8,8,18,2,13,D
99971,99972,46-60,Male,Beginner,6,18,10,22,47,31,54,10,0,A,3,23,24,4,5,D
71877,71878,46-60,Male,Beginner,30,3,16,66,35,96,86,10,1,B,2,36,45,10,12,D
71946,71947,46-60,Male,Beginner,39,11,19,88,10,69,10,9,0,C,11,17,18,11,23,R
57908,57909,46-60,Male,Beginner,40,0,24,11,2,12,29,9,3,A,18,6,38,20,30,R
76580,76581,46-60,Male,Beginner,22,6,17,89,69,54,46,10,2,C,5,16,17,0,3,R
57367,57368,46-60,Male,Beginner,5,11,14,94,18,52,60,3,3,B,6,16,10,19,14,R
57598,57599,46-60,Male,Beginner,8,10,13,35,2,51,78,1,4,C,9,7,14,19,4,D
57586,57587,46-60,Male,Beginner,17,2,10,93,44,80,72,7,3,C,17,34,17,8,2,R
69712,69713,46-60,Male,Beginner,11,5,20,85,65,12,30,3,1,C,14,18,12,11,5,D
75863,75864,46-60,Male,Beginner,14,4,15,28,50,10,36,7,2,C,14,16,45,11,12,R
75853,75854,46-60,Male,Beginner,44,27,5,21,27,74,23,3,0,C,17,14,32,2,5,R
69717,69718,46-60,Male,Beginner,23,18,9,93,50,51,28,2,0,B,10,0,4,13,15,D
76052,76053,46-60,Male,Beginner,14,26,1,3,85,11,0,9,2,B,2,23,8,9,9,R
56648,56649,46-60,Male,Beginner,48,20,6,59,68,29,37,8,0,C,16,26,47,11,28,R
56628,56629,46-60,Male,Beginner,21,22,20,75,82,85,28,6,0,C,0,1,7,1,9,D
69723,69724,46-60,Male,Beginner,18,11,3,38,19,19,25,7,3,A,2,24,33,8,2,R
76017,76018,46-60,Male,Beginner,4,25,2,98,63,75,57,3,2,C,12,14,17,14,27,R
76013,76014,46-60,Male,Beginner,15,22,13,3,42,89,31,3,2,C,11,34,24,7,12,D
69724,69725,46-60,Male,Beginner,36,3,22,29,28,53,84,1,4,C,16,6,7,12,23,D
69726,69727,46-60,Male,Beginner,15,15,1,35,11,63,38,7,2,B,1,8,18,16,25,D
99206,99207,46-60,Male,Beginner,32,10,5,15,37,28,63,6,2,C,4,6,47,10,20,D
99193,99194,46-60,Male,Beginner,34,11,22,40,24,97,93,10,1,A,18,1,1,12,9,D
69626,69627,46-60,Male,Beginner,8,15,22,79,88,61,76,0,1,B,16,8,15,18,24,D
75693,75694,46-60,Male,Beginner,26,20,11,75,96,12,61,7,1,A,1,1,40,3,11,R
99216,99217,46-60,Male,Beginner,19,8,15,56,6,20,27,3,1,B,17,7,28,2,18,R
69671,69672,46-60,Male,Beginner,5,24,10,64,84,36,0,0,0,B,18,10,50,1,0,D
99243,99244,46-60,Male,Beginner,21,17,16,9,8,67,97,7,1,A,17,25,19,9,18,R
75639,75640,46-60,Male,Beginner,13,30,1,24,39,29,93,7,3,C,3,36,29,18,21,D
99586,99587,46-60,Male,Beginner,1,4,20,64,21,69,99,1,0,A,9,35,19,15,28,D
69224,69225,46-60,Male,Beginner,31,8,8,66,37,98,56,3,0,C,15,35,2,3,19,R
99508,99509,46-60,Male,Beginner,17,5,21,65,16,13,22,5,0,C,16,10,27,15,14,R
56701,56702,46-60,Male,Beginner,50,7,3,38,12,85,15,5,4,A,1,3,29,11,15,D
75796,75797,46-60,Male,Beginner,45,2,13,59,38,41,7,3,0,B,8,9,12,1,14,D
99530,99531,46-60,Male,Beginner,3,12,12,21,65,59,63,4,2,C,10,5,11,12,2,D
75981,75982,46-60,Male,Beginner,32,1,3,13,70,2,44,5,3,A,11,17,22,6,8,D
75273,75274,46-60,Male,Beginner,40,10,20,35,40,72,98,2,1,C,6,13,3,13,23,D
56682,56683,46-60,Male,Beginner,30,26,3,43,30,73,100,1,3,C,10,18,2,2,17,D
69431,69432,46-60,Male,Beginner,39,6,11,82,16,77,61,6,3,A,3,13,29,0,28,D
71639,71640,46-60,Male,Beginner,41,20,6,27,62,37,57,0,4,B,13,20,7,17,16,D
75260,75261,46-60,Male,Beginner,26,13,10,51,43,4,58,5,0,C,7,0,20,3,21,D
75254,75255,46-60,Male,Beginner,30,28,2,14,82,30,59,8,0,C,5,31,24,11,17,R
71651,71652,46-60,Male,Beginner,25,19,18,50,75,12,52,2,0,B,13,19,27,4,29,D
71660,71661,46-60,Male,Beginner,20,25,12,58,6,66,18,7,2,A,11,29,28,5,12,D
57781,57782,46-60,Male,Beginner,25,1,15,35,78,21,84,1,0,A,2,18,38,2,4,R
57733,57734,46-60,Male,Beginner,42,8,19,25,17,0,82,8,2,A,10,10,10,5,13,D
57728,57729,46-60,Male,Beginner,36,13,19,11,34,81,60,10,0,C,0,3,45,4,21,R
57723,57724,46-60,Male,Beginner,19,0,17,22,52,58,80,1,1,A,16,14,46,8,25,D
57717,57718,46-60,Male,Beginner,0,5,16,14,33,1,42,10,2,A,8,34,48,0,11,D
57692,57693,46-60,Male,Beginner,39,25,18,93,96,74,40,6,3,B,3,15,7,18,16,D
75410,75411,46-60,Male,Beginner,7,8,23,49,48,16,77,1,3,B,3,17,27,15,13,R
69474,69475,46-60,Male,Beginner,25,10,14,29,65,74,25,5,0,C,18,33,14,16,20,D
99319,99320,46-60,Male,Beginner,40,21,24,90,17,21,32,4,0,B,15,17,13,18,1,D
72126,72127,46-60,Male,Beginner,29,13,15,30,83,60,84,10,0,C,11,16,34,1,14,D
56679,56680,46-60,Male,Beginner,22,9,18,38,9,80,57,6,2,B,6,32,38,7,29,D
69521,69522,46-60,Male,Beginner,14,26,17,84,14,23,76,1,3,A,13,13,20,19,6,D
75377,75378,46-60,Male,Beginner,29,26,4,75,36,94,87,8,0,A,11,8,15,6,16,D
69538,69539,46-60,Male,Beginner,43,22,22,97,4,53,56,3,2,A,1,16,32,17,10,D
69553,69554,46-60,Male,Beginner,21,7,25,59,93,84,36,5,4,C,1,34,1,9,28,R
69563,69564,46-60,Male,Beginner,21,26,7,7,16,80,29,3,2,C,1,9,39,16,7,D
99360,99361,46-60,Male,Beginner,28,19,1,4,92,98,48,9,3,A,1,15,29,4,4,D
75354,75355,46-60,Male,Beginner,49,10,9,36,19,71,13,3,0,A,13,9,32,20,27,D
56658,56659,46-60,Male,Beginner,48,12,21,92,25,87,40,1,3,B,18,17,41,3,25,R
56655,56656,46-60,Male,Beginner,34,16,6,80,80,67,85,4,0,A,12,16,4,12,20,R
99364,99365,46-60,Male,Beginner,44,13,14,80,69,45,57,1,0,C,17,22,46,20,26,D
71596,71597,46-60,Male,Beginner,15,16,20,63,75,91,36,3,4,A,17,12,11,17,9,D
70784,70785,46-60,Male,Beginner,41,20,1,73,97,78,33,7,1,A,18,27,43,10,11,R
70766,70767,46-60,Male,Beginner,2,10,24,69,78,48,92,2,4,B,18,11,19,2,16,R
99658,99659,46-60,Male,Beginner,3,27,15,12,48,9,8,4,3,B,3,14,23,15,28,R
98648,98649,46-60,Male,Beginner,28,22,13,6,75,33,10,6,3,C,3,21,38,9,4,D
80337,80338,46-60,Male,Beginner,29,19,15,80,19,69,7,1,1,B,13,14,46,10,5,D
54189,54190,46-60,Male,Beginner,15,26,3,54,31,81,29,9,3,B,3,18,21,20,25,D
61814,61815,46-60,Male,Beginner,11,20,22,87,70,38,91,7,1,C,15,8,40,16,20,D
80329,80330,46-60,Male,Beginner,25,12,1,96,64,14,100,3,4,C,6,1,50,9,7,R
80327,80328,46-60,Male,Beginner,1,30,14,73,64,29,48,10,4,C,13,11,9,14,7,D
80325,80326,46-60,Male,Beginner,15,14,18,94,2,88,19,8,0,A,8,7,27,7,4,D
61765,61766,46-60,Male,Beginner,23,3,14,92,25,84,87,7,1,B,16,35,49,3,17,D
98724,98725,46-60,Male,Beginner,17,20,11,17,60,30,76,5,3,A,2,3,37,1,25,D
76330,76331,46-60,Male,Beginner,40,0,17,32,14,31,93,8,4,C,13,3,0,2,5,R
54479,54480,46-60,Male,Beginner,48,7,7,17,85,15,20,6,3,B,3,5,4,7,2,R
54488,54489,46-60,Male,Beginner,50,20,2,80,30,99,38,6,3,C,5,8,32,9,20,R
54177,54178,46-60,Male,Beginner,48,19,6,51,59,38,28,10,3,A,5,15,0,1,10,D
98738,98739,46-60,Male,Beginner,21,28,10,59,43,27,26,10,3,A,14,1,3,4,0,R
76274,76275,46-60,Male,Beginner,28,25,21,96,94,91,14,10,1,A,12,2,5,3,18,D
54379,54380,46-60,Male,Beginner,26,15,6,73,15,53,13,0,2,C,1,34,22,10,11,R
61513,61514,46-60,Male,Beginner,17,3,1,24,28,84,57,10,4,B,13,27,47,3,26,D
54391,54392,46-60,Male,Beginner,30,2,13,61,72,37,72,6,1,A,15,5,13,14,21,D
98567,98568,46-60,Male,Beginner,25,17,22,99,99,16,90,1,1,B,7,3,37,10,17,R
76344,76345,46-60,Male,Beginner,14,19,24,67,17,47,26,7,2,C,6,1,25,18,6,R
76345,76346,46-60,Male,Beginner,48,5,1,88,74,80,84,4,1,B,10,27,42,5,19,R
71030,71031,46-60,Male,Beginner,36,23,1,17,36,35,23,4,3,B,3,36,39,16,5,R
61636,61637,46-60,Male,Beginner,29,27,19,81,27,15,86,6,3,B,8,1,44,11,12,R
61614,61615,46-60,Male,Beginner,50,20,25,68,51,36,66,6,2,B,2,25,8,2,28,D
98532,98533,46-60,Male,Beginner,14,20,25,53,42,77,64,4,1,C,5,17,30,10,16,R
61652,61653,46-60,Male,Beginner,27,26,13,8,44,70,40,10,4,B,8,8,26,17,27,D
61657,61658,46-60,Male,Beginner,47,24,6,90,54,8,99,6,3,B,7,26,45,9,19,R
71075,71076,46-60,Male,Beginner,37,0,10,27,86,63,34,1,0,C,14,4,49,15,10,R
80362,80363,46-60,Male,Beginner,14,1,11,44,24,2,48,3,1,A,9,16,9,9,22,R
54151,54152,46-60,Male,Beginner,24,30,19,79,82,28,39,5,3,A,17,0,44,1,12,D
80396,80397,46-60,Male,Beginner,50,3,17,91,55,88,30,2,1,B,14,7,3,11,3,R
80392,80393,46-60,Male,Beginner,47,8,4,80,3,26,34,9,0,C,0,3,2,7,17,R
61145,61146,46-60,Male,Beginner,46,30,11,93,6,16,57,1,3,C,14,15,28,11,24,R
80390,80391,46-60,Male,Beginner,44,3,18,69,68,3,67,2,3,A,0,18,14,15,21,D
61727,61728,46-60,Male,Beginner,3,9,1,76,1,85,30,3,1,A,10,3,45,16,0,R
61720,61721,46-60,Male,Beginner,7,18,16,20,100,85,99,0,1,A,16,3,45,9,20,R
98336,98337,46-60,Male,Beginner,10,7,16,81,9,53,91,5,1,A,11,6,41,20,16,R
80541,80542,46-60,Male,Beginner,16,28,22,66,85,22,67,0,3,C,12,2,44,16,12,D
54837,54838,46-60,Male,Beginner,45,17,1,46,45,93,79,2,1,B,18,15,46,1,6,R
61688,61689,46-60,Male,Beginner,47,6,25,25,97,61,7,6,4,A,18,17,41,19,9,R
80499,80500,46-60,Male,Beginner,9,0,21,83,63,50,11,6,3,C,13,25,7,17,16,R
54846,54847,46-60,Male,Beginner,4,10,20,69,76,77,23,9,4,A,14,34,12,14,10,D
54164,54165,46-60,Male,Beginner,31,7,23,67,17,8,13,4,1,A,8,31,9,18,3,R
54866,54867,46-60,Male,Beginner,9,23,24,81,88,96,56,0,2,A,0,24,14,6,22,R
61670,61671,46-60,Male,Beginner,43,9,15,2,69,92,68,10,4,C,18,26,7,7,18,R
61664,61665,46-60,Male,Beginner,40,3,19,73,37,19,47,6,2,A,5,9,11,18,0,R
54237,54238,46-60,Male,Beginner,46,22,2,10,38,28,19,6,4,B,8,27,4,6,17,R
54241,54242,46-60,Male,Beginner,42,0,23,85,62,55,23,8,4,C,10,33,2,19,28,R
61659,61660,46-60,Male,Beginner,11,26,17,12,49,54,40,8,0,C,14,33,4,11,0,R
54263,54264,46-60,Male,Beginner,15,1,17,29,41,82,89,8,2,A,9,14,13,10,11,D
80270,80271,46-60,Male,Beginner,49,1,21,10,98,39,51,8,3,C,16,9,6,16,28,D
98398,98399,46-60,Male,Beginner,20,12,20,18,27,91,5,9,4,A,1,24,15,12,16,R
80240,80241,46-60,Male,Beginner,42,20,18,3,86,87,98,2,4,C,4,7,6,14,19,R
54307,54308,46-60,Male,Beginner,50,21,21,25,9,6,89,7,2,B,4,0,19,12,23,D
98403,98404,46-60,Male,Beginner,47,15,4,48,75,58,46,3,2,A,9,0,41,10,6,R
61753,61754,46-60,Male,Beginner,37,16,3,76,82,13,93,3,0,C,11,14,2,10,17,R
54746,54747,46-60,Male,Beginner,6,13,6,46,52,80,96,3,0,A,9,24,16,1,22,R
57439,57440,46-60,Male,Beginner,47,25,20,51,54,92,10,0,3,A,12,24,20,15,29,D
76416,76417,46-60,Male,Beginner,33,18,8,3,62,11,94,9,0,B,10,13,5,15,16,D
57431,57432,46-60,Male,Beginner,25,22,10,29,92,44,54,7,3,C,12,29,33,4,16,D
70681,70682,46-60,Male,Beginner,44,25,21,93,86,34,10,7,0,B,13,7,48,1,3,D
99750,99751,46-60,Male,Beginner,14,22,13,79,85,78,39,7,3,C,13,29,26,18,23,D
76156,76157,46-60,Male,Beginner,1,13,14,83,10,48,10,7,2,B,12,22,25,8,7,R
70699,70700,46-60,Male,Beginner,12,20,11,33,73,51,57,0,0,A,8,12,17,3,10,D
57289,57290,46-60,Male,Beginner,43,18,9,80,35,55,20,0,0,B,17,0,33,20,28,D
70557,70558,46-60,Male,Beginner,47,6,9,77,83,62,30,3,4,B,18,25,27,17,11,R
76677,76678,46-60,Male,Beginner,44,4,20,33,96,98,38,4,1,C,3,8,40,13,3,R
70574,70575,46-60,Male,Beginner,22,6,5,30,34,52,21,7,1,B,6,23,27,5,6,D
70581,70582,46-60,Male,Beginner,26,29,12,42,65,33,13,0,0,C,17,19,9,4,10,D
76652,76653,46-60,Male,Beginner,20,9,6,40,38,37,91,3,4,C,2,21,33,6,0,R
70818,70819,46-60,Male,Beginner,41,25,22,84,45,1,95,0,1,A,16,6,43,0,9,R
70819,70820,46-60,Male,Beginner,17,11,11,69,6,51,21,2,0,A,9,16,10,15,30,D
70648,70649,46-60,Male,Beginner,17,13,20,92,68,70,47,0,3,B,0,13,0,1,22,D
99620,99621,46-60,Male,Beginner,41,6,20,37,34,74,53,1,4,C,11,22,28,5,25,R
76766,76767,46-60,Male,Beginner,43,25,16,23,31,54,70,3,1,B,12,7,49,8,18,R
76762,76763,46-60,Male,Beginner,39,23,25,46,14,59,85,2,2,C,14,28,19,14,5,R
99632,99633,46-60,Male,Beginner,36,0,0,99,71,19,49,6,4,C,12,32,31,2,11,R
70866,70867,46-60,Male,Beginner,37,5,16,79,79,76,42,9,3,B,1,26,45,4,27,D
57376,57377,46-60,Male,Beginner,26,8,0,64,88,83,34,4,2,C,18,6,49,2,18,D
