Player ID,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente,Partido,Edad,Género_x
679,48,25,25,49,18,80,17,4,2,B,6,32,14,8,3,R,11,46-60,Masculino
680,16,7,0,46,54,65,18,5,2,C,2,27,14,20,1,D,11,46-60,Masculino
681,34,22,23,20,30,15,38,3,1,C,16,26,36,9,8,D,11,46-60,Masculino
682,34,3,18,37,1,14,15,0,2,B,5,0,40,19,10,R,11,46-60,Masculino
683,11,2,14,57,57,100,90,5,3,B,2,13,26,4,16,D,11,46-60,Masculino
684,20,26,21,71,45,5,90,5,2,B,5,21,27,4,21,R,11,46-60,Masculino
685,49,4,8,77,52,88,72,5,0,A,15,3,39,15,2,R,11,46-60,Masculino
686,5,17,11,25,49,62,86,2,0,C,10,20,7,5,9,R,11,46-60,Masculino
687,47,11,19,21,26,3,45,3,1,A,8,8,0,3,25,D,11,46-60,Masculino
688,48,7,16,69,20,3,79,9,4,A,18,12,12,19,1,D,11,46-60,Masculino
689,18,21,0,0,64,57,48,4,0,A,7,28,4,11,18,R,11,46-60,Masculino
690,15,8,21,46,81,71,89,9,1,C,5,26,23,11,9,R,11,46-60,Masculino
691,23,5,19,27,22,54,66,8,2,B,14,32,25,2,5,D,11,46-60,Masculino
692,27,0,15,94,94,83,84,8,3,A,9,6,14,20,12,R,11,46-60,Masculino
693,31,11,19,97,43,83,33,9,3,C,12,25,43,11,8,D,11,46-60,Masculino
694,34,9,2,16,3,21,88,3,1,C,6,26,27,6,28,R,11,46-60,Masculino
695,47,1,20,84,52,50,49,8,4,A,2,15,5,1,15,R,11,46-60,Masculino
696,35,15,24,63,48,72,59,2,1,C,1,2,50,0,25,D,11,46-60,Masculino
697,7,13,10,49,1,13,14,0,0,C,8,33,47,18,28,D,11,46-60,Masculino
698,46,2,22,4,93,21,23,2,1,B,9,35,38,12,0,R,11,46-60,Masculino
699,12,2,10,63,46,57,45,5,1,C,8,10,34,2,19,D,11,46-60,Masculino
700,35,22,14,38,21,82,86,1,3,A,0,7,20,20,11,D,11,46-60,Masculino
701,28,25,20,54,67,2,69,5,3,B,0,0,5,5,7,D,11,46-60,Masculino
702,7,28,1,68,37,100,37,2,0,C,9,5,9,16,21,R,11,46-60,Masculino
703,37,23,15,38,68,95,66,1,1,B,7,1,19,2,25,R,11,46-60,Masculino
704,25,5,16,16,99,53,96,6,1,B,11,3,7,5,17,R,11,46-60,Masculino
705,8,16,1,79,55,79,69,6,2,A,7,10,16,8,5,R,11,46-60,Masculino
706,17,14,10,10,77,22,13,10,1,A,6,6,36,11,16,R,11,46-60,Masculino
707,13,29,11,43,28,5,19,6,4,B,9,6,31,14,30,D,11,46-60,Masculino
708,33,14,19,55,14,0,54,4,2,A,3,3,45,11,13,D,11,46-60,Masculino
709,45,5,2,48,75,83,31,0,2,A,3,0,20,6,30,D,11,46-60,Masculino
710,46,3,22,28,12,9,34,4,1,B,15,7,37,18,24,D,11,46-60,Masculino
711,0,7,15,36,7,53,10,0,4,B,9,32,16,20,4,D,11,46-60,Masculino
712,22,5,19,11,54,89,41,3,0,C,11,5,44,17,10,R,11,46-60,Masculino
713,8,1,25,26,48,58,42,5,2,B,5,30,10,0,29,R,11,46-60,Masculino
714,28,15,23,61,31,99,96,10,1,A,2,13,12,12,13,D,11,46-60,Masculino
715,47,9,11,68,31,14,89,9,3,C,12,8,25,9,6,D,11,46-60,Masculino
716,26,11,3,75,39,41,55,6,4,A,0,26,2,8,18,R,11,46-60,Masculino
717,16,30,20,29,79,3,72,0,2,C,1,21,44,20,18,D,11,46-60,Masculino
718,20,8,16,35,12,100,99,0,0,A,1,13,42,14,15,D,11,46-60,Masculino
719,11,28,0,46,9,63,4,1,1,B,4,24,33,13,23,D,11,46-60,Masculino
720,32,23,3,48,45,44,0,6,3,A,10,31,25,2,3,R,11,46-60,Masculino
721,21,14,19,76,71,54,10,4,4,A,2,19,21,14,9,D,11,46-60,Masculino
722,29,2,5,75,47,100,72,6,3,C,7,34,50,1,5,R,11,46-60,Masculino
723,13,29,6,85,47,62,30,1,3,A,16,35,6,20,26,R,11,46-60,Masculino
724,37,14,11,65,88,67,48,6,1,A,0,18,50,13,5,R,11,46-60,Masculino
725,34,28,8,44,35,20,36,6,3,C,12,36,9,14,6,R,11,46-60,Masculino
726,37,20,0,50,97,88,19,1,0,A,16,13,21,2,16,D,11,46-60,Masculino
727,6,21,9,47,39,51,64,6,3,B,1,34,20,7,20,R,11,46-60,Masculino
728,48,11,4,44,60,31,88,4,0,A,3,10,4,10,21,D,11,46-60,Masculino
729,19,18,17,95,97,21,18,0,1,B,7,21,28,10,14,D,11,46-60,Masculino
730,37,18,9,80,15,50,18,1,4,B,4,20,10,14,15,R,11,46-60,Masculino
731,44,20,1,3,25,53,79,9,3,B,8,32,1,5,29,R,11,46-60,Masculino
732,8,15,8,94,1,92,89,3,2,C,15,3,29,3,27,R,11,46-60,Masculino
733,48,30,18,42,21,23,95,1,3,C,5,3,7,1,6,D,11,46-60,Masculino
734,40,8,11,2,37,12,99,7,0,A,3,23,21,2,19,R,11,46-60,Masculino
735,35,0,5,0,34,40,22,5,3,B,8,5,1,13,20,D,11,46-60,Masculino
736,6,10,10,80,53,22,54,2,2,B,15,35,28,1,29,D,11,46-60,Masculino
737,25,24,23,91,6,92,67,10,2,A,3,27,4,15,10,D,11,46-60,Masculino
738,0,27,17,77,38,62,9,0,4,A,4,20,31,8,3,D,11,46-60,Masculino
739,18,28,25,51,56,21,67,9,3,B,11,34,4,13,12,D,11,46-60,Masculino
740,50,13,8,48,85,36,31,6,3,C,7,21,9,3,19,D,11,46-60,Masculino
741,6,7,0,88,65,97,28,5,3,B,13,24,5,7,16,R,11,46-60,Masculino
742,50,28,6,15,0,5,21,9,1,A,9,29,29,20,6,R,11,46-60,Masculino
743,38,4,18,61,88,14,58,3,1,A,14,13,31,3,20,D,11,46-60,Masculino
744,48,29,23,67,52,61,45,2,2,B,2,8,34,6,24,R,11,46-60,Masculino
745,34,28,24,77,54,47,34,4,3,B,5,26,8,16,15,D,11,46-60,Masculino
746,12,16,15,68,62,6,99,1,0,B,2,17,49,9,5,D,11,46-60,Masculino
747,4,6,7,0,93,69,79,8,3,C,6,4,17,15,20,R,11,46-60,Masculino
748,10,5,24,14,38,8,72,9,0,A,18,33,34,6,0,R,11,46-60,Masculino
749,25,28,25,36,53,12,10,10,3,C,5,21,7,0,5,R,11,46-60,Masculino
750,0,19,4,10,71,62,14,4,0,A,2,33,39,16,28,R,11,46-60,Masculino
751,30,11,8,19,29,26,17,6,1,A,4,24,10,11,16,D,11,46-60,Masculino
752,46,10,18,42,48,85,13,9,0,B,16,29,34,12,4,D,11,46-60,Masculino
753,12,30,20,11,11,29,83,6,3,B,6,35,10,14,22,R,11,46-60,Masculino
754,15,29,10,31,3,89,18,6,2,C,3,11,11,2,8,D,11,46-60,Masculino
755,30,8,1,75,84,88,33,5,2,B,11,26,21,3,23,D,11,46-60,Masculino
756,20,26,16,88,81,73,38,3,2,A,11,5,11,2,13,D,11,46-60,Masculino
757,50,14,11,56,51,100,71,0,1,B,13,3,29,7,22,D,11,46-60,Masculino
758,47,5,19,67,73,91,15,8,4,C,18,5,19,4,12,R,11,46-60,Masculino
759,37,22,24,72,86,14,46,4,4,A,9,36,24,12,0,D,11,46-60,Masculino
760,0,13,24,78,14,85,41,1,1,C,18,14,20,8,20,R,11,46-60,Masculino
761,15,3,3,46,25,77,39,0,3,C,9,35,4,0,14,R,11,46-60,Masculino
762,42,23,11,76,62,75,81,8,1,C,14,28,2,8,0,R,11,46-60,Masculino
763,16,4,20,77,23,51,84,5,2,A,16,12,50,13,17,R,11,46-60,Masculino
764,29,15,5,55,27,78,45,2,0,A,0,21,22,15,6,D,11,46-60,Masculino
765,16,24,7,50,6,98,33,8,3,C,18,32,5,5,21,R,11,46-60,Masculino
766,5,6,6,62,9,14,80,9,0,C,0,23,16,0,29,R,11,46-60,Masculino
767,30,17,20,88,31,10,57,0,0,A,16,34,14,1,5,D,11,46-60,Masculino
768,19,15,4,67,26,82,33,7,2,B,4,5,49,4,10,R,11,46-60,Masculino
769,11,14,10,55,93,69,77,0,4,A,14,35,29,7,9,D,11,46-60,Masculino
770,0,19,2,47,73,20,74,4,2,B,13,4,22,15,11,R,11,46-60,Masculino
771,43,0,10,73,54,34,79,1,1,B,11,8,41,5,5,D,11,46-60,Masculino
772,5,16,4,54,95,90,21,6,4,A,14,28,8,17,10,R,11,46-60,Masculino
773,13,6,0,95,22,86,71,8,3,A,3,32,41,0,21,R,11,46-60,Masculino
774,3,17,8,59,79,57,76,6,2,A,1,31,29,17,7,D,11,46-60,Masculino
775,15,2,10,42,38,98,71,9,3,B,16,18,21,7,30,R,11,46-60,Masculino
776,12,3,9,7,42,46,50,6,3,C,13,33,18,11,17,D,11,46-60,Masculino
777,39,22,6,2,83,56,17,2,4,C,2,4,43,16,6,R,11,46-60,Masculino
778,24,28,4,77,23,36,71,9,0,C,1,13,4,3,8,D,11,46-60,Masculino
779,12,0,12,61,63,70,78,7,4,C,2,7,18,12,30,R,11,46-60,Masculino
780,33,28,23,42,51,23,71,10,4,B,14,30,10,15,23,R,11,46-60,Masculino
781,33,13,14,12,41,94,94,9,1,C,4,11,23,13,29,R,11,46-60,Masculino
782,40,20,25,51,84,31,63,3,0,B,3,33,35,20,17,D,11,46-60,Masculino
783,21,6,1,47,95,86,21,5,0,A,7,33,30,18,13,D,11,46-60,Masculino
784,28,29,13,0,70,68,47,1,2,B,6,16,6,13,20,R,11,46-60,Masculino
785,18,9,9,26,74,36,44,6,1,A,10,10,22,2,24,D,11,46-60,Masculino
786,43,29,2,55,56,30,82,8,1,B,12,2,11,18,24,R,11,46-60,Masculino
787,41,14,18,37,49,94,19,3,0,B,16,16,50,20,30,D,11,46-60,Masculino
788,41,13,7,66,67,74,50,7,2,C,15,0,43,6,27,D,11,46-60,Masculino
789,8,25,4,55,89,28,51,0,1,A,2,24,17,11,30,D,11,46-60,Masculino
790,7,16,4,16,6,35,23,10,1,A,3,1,50,19,14,R,11,46-60,Masculino
791,21,13,23,24,35,30,19,7,2,C,4,11,15,9,13,R,11,46-60,Masculino
792,4,11,1,31,8,32,48,3,0,C,10,21,44,2,18,D,11,46-60,Masculino
793,38,0,2,92,10,60,11,1,4,B,13,22,31,19,11,D,11,46-60,Masculino
794,39,21,2,0,5,77,17,3,1,A,5,2,25,11,7,D,11,46-60,Masculino
795,5,24,4,77,47,92,41,7,4,B,17,32,31,1,7,R,11,46-60,Masculino
796,20,11,20,33,42,18,19,1,2,A,3,20,45,16,5,R,11,46-60,Masculino
797,3,17,0,23,61,47,29,3,0,C,15,0,19,10,6,R,11,46-60,Masculino
798,42,18,19,86,92,91,8,8,3,C,11,26,36,18,19,D,11,46-60,Masculino
799,12,30,11,43,87,78,7,1,4,B,13,26,24,5,9,D,11,46-60,Masculino
800,19,8,4,97,47,80,51,5,1,C,12,10,39,17,25,R,11,46-60,Masculino
801,49,20,10,99,7,16,79,6,0,C,5,12,18,5,9,R,11,>60,Masculino
802,31,13,8,74,47,20,7,9,4,C,12,9,36,3,3,D,11,>60,Masculino
803,42,15,22,83,12,66,45,5,0,B,16,16,34,18,9,D,11,>60,Masculino
804,30,8,13,21,75,5,66,7,2,C,4,31,5,16,4,R,11,>60,Masculino
805,26,2,14,51,30,64,25,3,0,B,8,28,25,10,10,D,11,>60,Masculino
806,19,29,1,57,19,2,97,5,4,B,10,15,6,19,10,R,11,>60,Masculino
807,6,8,11,88,85,20,6,4,3,A,7,19,43,15,2,D,11,>60,Masculino
808,23,7,21,63,15,3,71,0,1,B,14,31,31,1,17,R,11,>60,Masculino
809,37,16,16,37,14,91,74,7,2,C,16,20,0,7,15,D,11,>60,Masculino
810,2,9,1,1,84,87,82,2,1,A,6,7,2,7,13,D,11,>60,Masculino
811,6,9,5,19,7,66,70,1,2,A,18,4,37,10,0,D,11,>60,Masculino
812,0,20,11,41,53,71,17,5,1,B,10,22,22,9,23,D,11,>60,Masculino
813,31,23,15,36,10,69,74,3,1,A,2,15,7,2,2,D,11,>60,Masculino
814,15,10,0,13,100,28,30,9,3,A,1,10,46,15,2,R,11,>60,Masculino
815,29,21,22,65,54,54,60,0,1,B,7,32,3,4,21,D,11,>60,Masculino
816,29,2,6,35,67,87,12,1,1,A,16,20,42,17,12,D,11,>60,Masculino
817,22,3,18,70,87,6,61,10,4,A,1,6,7,17,22,R,11,>60,Masculino
818,6,6,21,14,78,29,12,8,4,A,7,25,11,15,16,R,11,>60,Masculino
819,4,16,16,40,2,46,53,10,0,B,1,24,46,12,2,R,11,>60,Masculino
820,30,25,16,27,80,22,0,2,2,B,10,18,19,2,29,R,11,>60,Masculino
821,42,6,14,68,89,35,33,4,2,B,6,19,21,10,18,R,11,>60,Masculino
822,15,25,10,44,35,2,28,0,3,A,14,24,42,5,7,R,11,>60,Masculino
823,8,4,16,68,68,92,60,0,0,B,10,32,26,4,13,R,11,>60,Masculino
824,24,18,12,83,23,15,12,3,4,A,17,3,28,5,8,R,11,>60,Masculino
825,7,23,16,26,5,85,28,2,0,A,15,30,42,1,24,D,11,>60,Masculino
826,11,9,12,8,47,1,74,9,2,B,2,23,37,2,4,D,11,>60,Masculino
827,24,15,16,37,94,94,53,6,4,A,17,3,43,6,30,D,11,>60,Masculino
828,47,22,16,58,93,47,12,0,2,A,9,14,24,5,30,R,11,>60,Masculino
829,41,22,14,77,19,57,74,0,2,C,4,29,13,19,2,R,11,>60,Masculino
830,45,18,22,79,75,48,65,4,3,A,4,26,20,14,6,D,11,>60,Masculino
831,48,6,13,31,61,92,94,7,2,A,13,6,0,0,26,R,11,>60,Masculino
832,40,2,25,37,89,48,65,7,3,B,18,1,24,6,28,R,11,>60,Masculino
833,6,0,24,59,29,40,33,3,3,B,11,3,34,9,26,D,11,>60,Masculino
834,41,2,20,20,75,33,54,6,2,A,15,25,45,4,5,R,11,>60,Masculino
835,1,6,17,24,75,93,16,9,3,A,5,12,0,3,19,D,11,>60,Masculino
836,6,28,1,11,96,62,53,5,1,A,7,20,48,2,3,R,11,>60,Masculino
837,49,1,17,6,65,57,97,7,3,A,18,23,50,7,27,R,11,>60,Masculino
838,26,6,13,50,49,9,86,10,0,C,0,1,18,12,8,D,11,>60,Masculino
839,2,5,13,2,30,68,46,8,1,C,7,2,37,7,16,R,11,>60,Masculino
840,19,11,13,60,2,1,100,1,4,B,0,3,10,9,23,D,11,>60,Masculino
841,22,24,13,38,63,66,96,7,1,B,13,13,11,2,1,R,11,>60,Masculino
842,44,28,3,64,57,1,10,3,0,C,18,22,25,7,27,D,11,>60,Masculino
843,48,19,7,75,67,64,74,0,3,A,10,32,40,20,5,D,11,>60,Masculino
844,0,4,4,55,56,98,9,10,2,A,12,11,2,15,13,R,11,>60,Masculino
845,37,12,17,70,64,92,4,0,0,B,7,25,40,19,25,D,11,>60,Masculino
846,30,24,25,4,37,78,20,4,1,B,13,10,41,20,9,D,11,>60,Masculino
847,40,23,7,77,33,65,88,9,2,A,16,32,25,9,23,D,11,>60,Masculino
848,42,25,6,8,4,54,20,1,2,A,14,22,22,11,23,D,11,>60,Masculino
849,36,11,19,87,50,91,88,8,2,C,15,30,0,8,21,D,11,>60,Masculino
850,34,20,4,30,96,2,47,6,3,C,13,11,14,8,20,D,11,>60,Masculino
851,18,27,1,75,68,13,13,8,1,C,3,22,33,16,6,D,11,>60,Masculino
852,32,6,1,51,32,63,31,5,4,B,4,1,30,9,7,R,11,>60,Masculino
853,6,25,15,54,51,39,33,2,1,A,9,31,38,3,10,R,11,>60,Masculino
854,25,2,18,82,67,32,35,4,2,C,18,22,26,9,4,D,11,>60,Masculino
855,22,0,19,54,90,75,82,0,1,B,0,19,48,14,3,R,11,>60,Masculino
856,16,20,10,65,87,3,72,6,2,C,2,9,33,6,18,R,11,>60,Masculino
857,39,6,5,64,97,91,3,10,2,B,7,22,24,7,10,R,11,>60,Masculino
858,29,1,22,30,25,35,8,8,3,C,2,2,11,6,28,D,11,>60,Masculino
859,46,1,14,84,16,61,7,1,1,B,14,27,17,7,3,R,11,>60,Masculino
860,4,2,9,81,73,88,31,9,0,B,3,9,37,19,5,D,11,>60,Masculino
861,23,1,7,73,38,82,53,7,3,C,6,3,40,13,6,R,11,>60,Masculino
862,26,8,11,34,51,75,32,5,3,C,17,6,15,16,8,R,11,>60,Masculino
863,5,3,3,59,74,92,86,2,4,A,11,30,26,14,14,D,11,>60,Masculino
864,42,29,16,68,10,38,63,7,1,A,8,16,42,20,11,R,11,>60,Masculino
865,22,28,15,61,39,57,68,5,0,C,1,4,12,18,5,R,11,>60,Masculino
866,26,30,4,86,16,100,79,4,0,B,13,27,9,15,1,D,11,>60,Masculino
867,4,4,9,24,22,11,82,8,0,B,5,16,10,14,13,R,11,>60,Masculino
868,8,17,0,83,64,49,23,3,1,C,14,33,13,20,24,D,11,>60,Masculino
869,25,24,4,57,24,59,67,2,0,B,8,7,9,19,16,R,11,>60,Masculino
870,40,25,15,44,14,86,40,10,3,C,15,1,30,12,2,R,11,>60,Masculino
871,3,27,8,59,51,55,35,5,0,B,7,7,39,5,17,R,11,>60,Masculino
872,3,0,11,39,27,10,0,7,0,C,2,25,27,8,28,R,11,>60,Masculino
873,25,21,3,17,11,100,76,1,3,A,7,21,45,20,23,D,11,>60,Masculino
874,14,6,24,37,45,83,33,10,0,C,13,23,2,9,13,R,11,>60,Masculino
875,9,24,5,55,21,40,23,1,1,B,9,27,42,13,5,R,11,>60,Masculino
876,12,7,12,20,63,96,35,10,0,A,9,15,21,18,16,R,11,>60,Masculino
877,32,6,23,2,74,75,94,8,0,A,13,13,8,9,1,D,11,>60,Masculino
878,20,7,22,96,23,13,29,10,4,B,7,22,40,13,13,D,11,>60,Masculino
879,44,10,10,72,27,89,95,6,0,C,1,25,21,15,29,R,11,>60,Masculino
880,23,20,12,21,88,90,88,3,3,B,14,24,46,2,6,D,11,>60,Masculino
881,29,22,8,30,57,78,31,10,2,C,12,4,1,6,20,D,11,>60,Masculino
882,26,0,3,27,76,21,16,3,2,A,18,7,1,11,5,D,11,>60,Masculino
883,30,0,4,7,67,15,12,5,0,C,11,25,20,5,18,D,11,>60,Masculino
884,23,11,21,52,80,92,12,5,0,B,8,34,6,10,20,D,11,>60,Masculino
885,0,17,5,31,27,34,15,2,0,C,12,2,31,7,13,D,11,>60,Masculino
886,37,4,14,77,5,96,82,6,4,A,13,27,12,8,14,D,11,>60,Masculino
887,15,9,4,73,36,1,30,1,4,C,11,25,18,1,26,D,11,>60,Masculino
888,21,2,12,82,60,6,93,10,3,B,3,29,32,12,9,R,11,>60,Masculino
889,31,29,19,89,20,65,82,9,1,B,5,10,17,11,25,D,11,>60,Masculino
890,23,15,21,22,59,37,5,8,4,B,18,8,2,14,14,D,11,>60,Masculino
891,38,22,22,7,40,21,28,7,1,C,16,30,50,8,29,D,11,>60,Masculino
892,37,16,5,3,91,40,37,5,4,C,16,10,34,19,14,R,11,>60,Masculino
893,0,5,8,26,29,25,47,7,1,C,11,25,36,2,15,D,11,>60,Masculino
894,21,20,19,24,76,62,12,7,4,C,5,32,18,6,13,D,11,>60,Masculino
895,20,0,9,55,23,20,83,6,4,B,8,30,41,11,26,R,11,>60,Masculino
896,34,10,5,64,13,63,71,6,2,B,5,22,11,18,4,D,11,>60,Masculino
897,22,19,24,7,60,17,60,1,0,B,18,1,35,4,4,D,11,>60,Masculino
898,12,29,7,2,13,2,40,6,3,C,7,5,49,8,26,D,11,>60,Masculino
899,30,29,5,95,40,28,64,4,1,C,9,16,26,3,1,D,11,>60,Masculino
900,43,16,4,60,31,87,28,4,2,C,1,28,31,16,17,D,11,>60,Masculino
901,41,25,3,56,48,97,89,5,0,C,1,19,36,0,21,R,11,>60,Masculino
902,36,24,25,52,0,72,52,10,4,B,14,12,37,1,21,D,11,>60,Masculino
903,2,13,17,86,94,21,95,2,2,B,14,4,40,1,23,R,11,>60,Masculino
904,14,2,15,77,88,54,15,3,0,B,9,23,0,7,14,D,11,>60,Masculino
905,2,30,1,91,65,97,77,10,0,A,6,8,22,17,19,R,11,>60,Masculino
906,35,16,21,68,60,71,2,9,1,B,10,18,42,20,9,R,11,>60,Masculino
907,21,3,11,79,76,81,72,6,3,B,8,5,17,1,5,D,11,>60,Masculino
908,21,11,10,46,78,70,95,7,2,A,3,1,47,10,20,R,11,>60,Masculino
909,44,13,5,26,29,52,27,8,3,A,13,18,19,19,15,R,11,>60,Masculino
910,43,15,6,12,95,59,11,1,2,A,1,17,39,1,0,R,11,>60,Masculino
911,19,6,16,7,92,4,43,7,2,A,6,15,37,9,30,R,11,>60,Masculino
912,38,25,4,70,57,44,10,5,3,C,14,16,3,6,26,D,11,>60,Masculino
913,31,9,25,9,53,96,22,9,0,A,13,35,17,20,21,D,11,>60,Masculino
914,38,26,19,22,3,86,42,3,0,C,7,6,8,14,11,R,11,>60,Masculino
915,31,6,25,26,14,34,13,2,2,B,8,2,28,13,9,R,11,>60,Masculino
916,20,9,5,77,16,88,88,3,0,C,15,10,0,0,8,D,11,>60,Masculino
917,21,20,18,29,99,53,79,7,3,C,18,32,1,14,17,D,11,>60,Masculino
918,41,5,6,81,46,79,79,2,4,A,18,3,4,0,28,D,11,>60,Masculino
919,18,9,14,0,67,50,82,7,4,A,17,31,44,13,12,D,11,>60,Masculino
920,23,17,10,97,87,67,100,10,0,A,4,17,7,4,2,R,11,>60,Masculino
921,6,26,11,78,66,12,27,0,2,A,17,1,7,9,1,D,11,>60,Masculino
922,1,23,25,75,33,26,96,2,4,A,0,9,0,9,8,D,11,>60,Masculino
923,46,2,3,98,21,74,98,9,1,B,13,22,49,1,12,D,11,>60,Masculino
924,17,13,13,28,54,45,13,5,3,B,8,23,12,14,28,R,11,>60,Masculino
925,43,4,18,92,100,43,12,1,4,C,18,31,10,15,17,R,11,>60,Masculino
926,10,29,12,48,97,60,37,9,3,C,13,1,29,1,0,R,11,>60,Masculino
927,0,30,6,31,51,68,70,10,1,A,15,34,11,11,15,R,11,>60,Masculino
928,30,24,10,77,93,61,87,2,2,C,9,1,32,0,15,R,11,>60,Masculino
929,38,11,8,83,3,29,69,5,3,B,0,23,35,1,25,D,11,>60,Masculino
930,41,27,17,62,20,99,6,0,4,C,5,17,44,20,19,R,11,>60,Masculino
931,50,0,3,96,38,73,26,3,3,A,13,11,33,16,5,R,11,>60,Masculino
932,30,10,21,60,40,92,89,6,2,C,10,20,13,2,0,R,11,>60,Masculino
933,11,14,22,64,44,85,94,9,4,C,4,8,8,5,9,D,11,>60,Masculino
934,33,30,16,57,18,98,32,4,4,B,15,14,22,15,10,D,11,>60,Masculino
935,38,28,15,25,11,60,96,8,0,C,14,20,30,16,0,R,11,>60,Masculino
936,27,2,19,19,53,81,24,8,0,C,2,23,5,20,14,R,11,>60,Masculino
937,6,13,12,8,73,59,87,1,3,B,2,2,43,3,23,D,11,>60,Masculino
938,26,9,22,4,5,67,80,5,2,A,12,3,43,0,3,D,11,>60,Masculino
939,10,27,1,35,94,63,60,2,3,C,13,23,40,0,27,D,11,>60,Masculino
940,44,14,18,21,88,25,87,4,2,C,0,32,6,1,3,R,11,>60,Masculino
941,16,14,15,95,78,65,70,7,1,A,8,0,0,19,16,D,11,>60,Masculino
942,37,24,4,100,24,86,98,7,1,C,9,14,17,8,26,D,11,>60,Masculino
943,28,27,13,88,56,6,4,10,3,B,1,25,2,1,28,D,11,>60,Masculino
944,9,12,25,9,67,15,100,10,1,C,9,16,16,8,22,R,11,>60,Masculino
945,17,22,4,57,59,69,83,8,0,A,0,14,36,18,23,D,11,>60,Masculino
946,46,18,9,3,78,21,23,2,0,A,7,36,22,1,24,R,11,>60,Masculino
947,48,18,18,70,6,10,85,1,3,C,5,18,48,2,17,R,11,>60,Masculino
948,8,2,25,5,61,72,29,5,1,C,14,31,11,16,0,D,11,>60,Masculino
949,24,0,22,19,70,16,24,5,4,C,0,2,43,4,21,R,11,>60,Masculino
950,17,13,12,25,68,99,15,3,4,B,5,9,27,12,17,R,11,>60,Masculino
951,7,12,13,40,24,18,50,6,2,C,8,29,24,16,2,R,11,>60,Masculino
952,2,19,1,54,18,13,18,6,0,A,18,23,23,15,21,D,11,>60,Masculino
953,40,13,9,47,52,65,91,2,3,B,13,33,49,8,12,R,11,>60,Masculino
954,45,7,10,98,0,99,20,10,2,B,13,25,43,9,26,D,11,>60,Masculino
955,1,2,11,45,39,61,90,9,4,C,11,36,7,6,4,D,11,>60,Masculino
956,44,5,23,68,39,49,51,0,1,B,7,36,2,15,0,R,11,>60,Masculino
957,5,20,18,23,3,38,53,3,0,A,3,18,15,11,8,D,11,>60,Masculino
958,27,25,19,92,81,32,41,2,4,B,4,22,4,9,7,R,11,>60,Masculino
959,27,14,22,15,81,60,44,0,3,A,14,27,41,16,28,D,11,>60,Masculino
960,20,10,0,40,16,21,78,5,2,B,18,33,12,18,10,D,11,>60,Masculino
961,25,24,5,22,26,37,80,1,1,A,12,32,1,3,1,D,11,>60,Masculino
962,32,14,22,20,72,54,96,0,2,B,6,22,50,4,17,D,11,>60,Masculino
963,46,27,19,82,61,54,48,0,3,C,15,28,21,13,9,R,11,>60,Masculino
964,25,25,7,89,95,84,99,6,1,C,0,36,26,0,22,D,11,>60,Masculino
965,14,1,7,17,87,18,92,4,3,B,7,1,41,13,24,R,11,>60,Masculino
966,19,8,10,70,72,94,95,8,2,A,18,0,18,12,3,D,11,>60,Masculino
967,36,9,9,82,30,11,28,4,1,C,2,28,32,17,20,R,11,>60,Masculino
968,1,23,8,81,12,91,46,9,0,A,14,31,48,20,25,R,11,>60,Masculino
969,37,14,0,33,17,65,33,9,3,B,2,34,8,10,22,D,11,>60,Masculino
970,40,0,1,61,10,58,84,10,4,C,4,20,16,12,8,D,11,>60,Masculino
971,11,14,20,52,48,94,46,5,2,B,6,20,39,16,27,R,11,>60,Masculino
972,6,21,6,91,11,99,24,8,0,B,17,28,34,8,26,D,11,>60,Masculino
973,25,23,19,21,43,75,4,7,0,B,13,36,3,18,14,D,11,>60,Masculino
974,3,23,20,51,78,81,60,7,0,B,10,14,7,6,8,D,11,>60,Masculino
975,26,4,0,83,55,82,67,6,1,C,18,20,15,14,6,R,11,>60,Masculino
976,32,26,18,36,15,31,66,7,4,A,15,34,37,6,26,D,11,>60,Masculino
977,5,22,13,76,35,64,51,8,2,B,7,23,38,10,21,D,11,>60,Masculino
978,36,2,22,6,49,8,61,10,0,C,13,32,13,12,6,D,11,>60,Masculino
979,36,26,8,77,30,78,48,4,4,C,15,24,21,18,25,D,11,>60,Masculino
980,25,11,16,12,82,90,46,10,2,C,5,30,24,17,17,D,11,>60,Masculino
981,22,29,12,19,14,52,55,3,0,C,3,31,26,4,14,R,11,>60,Masculino
982,22,30,15,20,66,3,46,10,0,C,2,20,0,6,17,D,11,>60,Masculino
983,25,30,20,52,22,77,99,7,2,B,7,31,31,8,19,D,11,>60,Masculino
984,8,13,23,96,83,19,59,8,4,B,3,8,36,3,29,D,11,>60,Masculino
985,50,15,12,20,38,72,79,5,0,B,16,28,20,1,12,D,11,>60,Masculino
986,2,18,20,21,82,88,52,6,2,A,9,25,39,7,2,R,11,>60,Masculino
987,28,7,14,57,40,49,33,6,2,B,2,35,48,8,5,D,11,>60,Masculino
988,30,5,3,29,57,41,43,4,2,A,4,13,48,14,2,R,11,>60,Masculino
989,17,7,4,2,14,61,98,0,1,C,1,20,42,11,14,R,11,>60,Masculino
